date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:59:48	95410/95410	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:29:11%20GMT	http://allotelecom.ca/en/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/en/index.html	(from http://allotelecom.ca/)
13:59:49	727/727	---MC-	200	added ('OK')	application/rss+xml	etag:%225e084e0e653232df07413dee8a78accf%22	http://allotelecom.ca/comments/feed/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/comments/feed/index.html	(from http://allotelecom.ca/)
13:59:49	1685/1685	---M--	200	added ('OK')	text/css	etag:%22695-58992198306f4%22	http://allotelecom.ca/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/contact-form-7/includes/css/stylesbdeb.css	(from http://allotelecom.ca/)
13:59:49	2711/2711	---MC-	200	added ('OK')	application/rss+xml	etag:%22f9e37a0ed1f8a0042095d8e98b948846%22	http://allotelecom.ca/feed/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/feed/index.html	(from http://allotelecom.ca/)
13:59:52	717/717	---MC-	200	added ('OK')	application/rss+xml	etag:%22c08eecabe4130e6bfd072800b456f942%22	http://allotelecom.ca/home/feed/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/home/feed/index.html	(from http://allotelecom.ca/)
13:59:54	1219/1219	---M--	200	added ('OK')	text/css	etag:%224c3-584b2460f3df7%22	http://allotelecom.ca/wp-content/plugins/contact-information-widget//style.css?ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/contact-information-widget/styleaead.css	(from http://allotelecom.ca/)
13:59:54	104453/104453	---M--	200	added ('OK')	text/css	etag:%2219805-584b24615d57b%22	http://allotelecom.ca/wp-content/plugins/keydesign-addon/assets/css/kd_vc_front.css?ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/keydesign-addon/assets/css/kd_vc_frontaead.css	(from http://allotelecom.ca/)
13:59:55	39750/39750	---M--	200	added ('OK')	text/css	etag:%229b46-584b2461f0ce2%22	http://allotelecom.ca/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/revslider/public/assets/css/settings23da.css	(from http://allotelecom.ca/)
13:59:57	851/851	---M--	200	added ('OK')	text/css	etag:%22353-589921d267e65%22	http://allotelecom.ca/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-list-horizontal/style.css?ver=1	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-list-horizontal/style68b3.css	(from http://allotelecom.ca/)
13:59:58	4093/4093	---M--	200	added ('OK')	text/css	etag:%22ffd-584b24615d57b%22	http://allotelecom.ca/wp-content/plugins/keydesign-addon/assets/css/photoswipe.css?ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/keydesign-addon/assets/css/photoswipeaead.css	(from http://allotelecom.ca/)
14:00:00	11664/11664	---M--	200	added ('OK')	text/css	etag:%222d90-584b24615d57b%22	http://allotelecom.ca/wp-content/plugins/keydesign-addon/assets/css/photoswipe-default-skin.css?ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/keydesign-addon/assets/css/photoswipe-default-skinaead.css	(from http://allotelecom.ca/)
14:00:00	4408/4408	---MC-	200	added ('OK')	text/css	date:Fri,%2007%20Feb%202020%2016:29:35%20GMT	http://fonts.googleapis.com/css?family=Lato%3A100%2C300%2C400%2C700%2C900%2C100italic%2C300italic%2C400italic%2C700italic%2C900italic%7CWork+Sans%3A100%2C200%2C300%2C400%2C500%2C600%2C700%2C800%2C900&ver=1559053916	/home/nextubuntu/websites/allotelecom.ca/fonts.googleapis.com/css0c16.css	(from http://allotelecom.ca/)
14:00:02	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-584b2463d6297%22	http://allotelecom.ca/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://allotelecom.ca/)
14:00:05	9392/9392	---M--	200	added ('OK')	application/javascript	etag:%2224b0-584b24615f4bb%22	http://allotelecom.ca/wp-content/plugins/keydesign-addon/assets/js/jquery.easytabs.min.js?ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/keydesign-addon/assets/js/jquery.easytabs.minaead.js	(from http://allotelecom.ca/)
14:00:08	7625/7625	---M--	200	added ('OK')	application/javascript	etag:%221dc9-584b24615f4bb%22	http://allotelecom.ca/wp-content/plugins/keydesign-addon/assets/js/kd_addon_script.js?ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/keydesign-addon/assets/js/kd_addon_scriptaead.js	(from http://allotelecom.ca/)
14:00:15	7994/7994	---M--	200	added ('OK')	application/javascript	etag:%221f3a-584b2463d6297%22	http://allotelecom.ca/wp-includes/js/imagesloaded.min.js?ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-includes/js/imagesloaded.minaead.js	(from http://allotelecom.ca/)
14:00:17	110564/110564	---M--	200	added ('OK')	application/javascript	etag:%221afe4-584b2461f2c22%22	http://allotelecom.ca/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.8	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min23da.js	(from http://allotelecom.ca/)
14:00:19	31726/31726	---M--	200	added ('OK')	application/javascript	etag:%227bee-584b24615f4bb%22	http://allotelecom.ca/wp-content/plugins/keydesign-addon/assets/js/photoswipe.min.js?ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/keydesign-addon/assets/js/photoswipe.minaead.js	(from http://allotelecom.ca/)
14:00:23	43301/43301	---M--	200	added ('OK')	application/javascript	etag:%22a925-589921b21279c%22	http://allotelecom.ca/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=7.0.5	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/pixelyoursite/dist/scripts/publicfd3b.js	(from http://allotelecom.ca/)
14:00:34	818/818	---MC-	200	added ('OK')	text/xml	date:Fri,%2007%20Feb%202020%2016:29:57%20GMT	http://allotelecom.ca/xmlrpc.php?rsd	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/xmlrpc0db0.php	(from http://allotelecom.ca/)
14:00:34	15158/15158	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c6086f0446fdc0b1c9b1bce0bbbac23%22	http://cdn.pixlads.com/agencies/1/advertisers/621/audience.js	/home/nextubuntu/websites/allotelecom.ca/cdn.pixlads.com/agencies/1/advertisers/621/audience.js	(from http://allotelecom.ca/)
14:00:34	44788/44788	---MC-	200	added ('OK')	text/javascript	date:Fri,%2024%20Jan%202020%2001:10:36%20GMT	https://www.google-analytics.com/analytics.js	/home/nextubuntu/websites/allotelecom.ca/www.google-analytics.com/analytics.js	(from http://allotelecom.ca/)
14:00:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202020%2016:30:11%20GMT	http://allotelecom.ca/affaires	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/affaires.26.delayed	(from http://allotelecom.ca/)
14:00:45	600/600	---M--	200	added ('OK')	image/png	etag:%22258-589921d242ca4%22	http://allotelecom.ca/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png	(from http://allotelecom.ca/)
14:00:50	18765/18765	---M--	200	added ('OK')	image/png	etag:%22494d-584b24636dab3%22	http://allotelecom.ca/wp-content/uploads/2019/02/white-lgoo.png	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/uploads/2019/02/white-lgoo.png	(from http://allotelecom.ca/)
14:00:53	35253/35253	---M--	200	added ('OK')	image/png	etag:%2289b5-584b24636abd2%22	http://allotelecom.ca/wp-content/uploads/2019/02/black_logo.png	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/uploads/2019/02/black_logo.png	(from http://allotelecom.ca/)
14:00:53	1690/1690	---MC-	200	added ('OK')	text/css	date:Fri,%2007%20Feb%202020%2016:30:25%20GMT	http://fonts.googleapis.com/css?family=Open+Sans:800%2C700%2C400%2C300%7CWork+Sans:800%2C400%2C300	/home/nextubuntu/websites/allotelecom.ca/fonts.googleapis.com/css4a59.css	(from http://allotelecom.ca/)
14:00:55	78115/78115	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:30:20%20GMT	http://allotelecom.ca/affaires/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/affaires/index.html	(from http://allotelecom.ca/)
14:01:03	134149/134149	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:30:29%20GMT	http://allotelecom.ca/residential/forfaits-internet/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/residential/forfaits-internet/index.html	(from http://allotelecom.ca/)
14:01:05	89643/89643	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:30:29%20GMT	http://allotelecom.ca/residential/telephone/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/residential/telephone/index.html	(from http://allotelecom.ca/)
14:01:09	336492/336492	---M--	200	added ('OK')	image/jpeg	etag:%225226c-584b24636bb72%22	http://allotelecom.ca/wp-content/uploads/2019/02/contact.jpg	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/uploads/2019/02/contact.jpg	(from http://allotelecom.ca/)
14:01:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202020%2016:30:38%20GMT	http://allotelecom.ca/allotelecom.CA/CONTACTEZ-NOUS	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/allotelecom.CA/CONTACTEZ-NOUS	(from http://allotelecom.ca/)
14:01:23	119426/119426	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:30:40%20GMT	http://allotelecom.ca/residential/forfaits-tele/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/residential/forfaits-tele/index.html	(from http://allotelecom.ca/)
14:01:23	56818/56818	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:30:45%20GMT	http://allotelecom.ca/contactez-nous/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/contactez-nous/index.html	(from http://allotelecom.ca/)
14:01:25	108897/108897	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:30:44%20GMT	http://allotelecom.ca/residential/forfaits/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/residential/forfaits/index.html	(from http://allotelecom.ca/)
14:01:29	2778/2778	---M--	200	added ('OK')	image/png	etag:%22ada-584b246369c32%22	http://allotelecom.ca/wp-content/uploads/2019/01/startup-mail1-1.png	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/uploads/2019/01/startup-mail1-1.png	(from http://allotelecom.ca/)
14:01:30	2004/2004	---M--	200	added ('OK')	image/png	etag:%227d4-584b246369c32%22	http://allotelecom.ca/wp-content/uploads/2019/01/startup-phone1-1.png	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/uploads/2019/01/startup-phone1-1.png	(from http://allotelecom.ca/)
14:01:35	18765/18765	---M--	200	added ('OK')	image/png	etag:%22494d-580d56812b880%22	http://fiib.ca/wp-content/uploads/2019/02/white-lgoo.png	/home/nextubuntu/websites/allotelecom.ca/fiib.ca/wp-content/uploads/2019/02/white-lgoo.png	(from http://allotelecom.ca/)
14:01:37	83266/83266	---M--	200	added ('OK')	image/jpeg	etag:%2214542-584b24636abd2%22	http://allotelecom.ca/wp-content/uploads/2019/01/villes-disponibles.jpg	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/uploads/2019/01/villes-disponibles.jpg	(from http://allotelecom.ca/)
14:01:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202020%2016:31:06%20GMT	http://allotelecom.ca/crtc	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/crtc	(from http://allotelecom.ca/)
14:01:43	63229/63229	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:31:10%20GMT	http://allotelecom.ca/propos-allotelecom/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/propos-allotelecom/index.html	(from http://allotelecom.ca/)
14:01:49	70222/70222	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:31:14%20GMT	http://allotelecom.ca/carrieres/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/carrieres/index.html	(from http://allotelecom.ca/)
14:01:51	557556/557556	---M--	200	added ('OK')	image/jpeg	etag:%22881f4-584b246373873%22	http://allotelecom.ca/wp-content/uploads/2019/03/second-min.jpg	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/uploads/2019/03/second-min.jpg	(from http://allotelecom.ca/)
14:01:51	68919/68919	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:31:15%20GMT	http://allotelecom.ca/faq/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/faq/index.html	(from http://allotelecom.ca/)
14:02:01	68813/68813	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:31:24%20GMT	http://allotelecom.ca/support/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/support/index.html	(from http://allotelecom.ca/)
14:02:03	51240/51240	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:31:27%20GMT	http://allotelecom.ca/crtc/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/crtc/index.html	(from http://allotelecom.ca/)
14:02:06	127351/127351	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:31:26%20GMT	http://allotelecom.ca/termes-et-conditions/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/termes-et-conditions/index.html	(from http://allotelecom.ca/)
14:02:07	44/44	---M--	200	added ('OK')	image/gif	date:Fri,%2021%20Dec%202012%2000:00:01%20GMT	https://www.facebook.com/tr?id=1741670889437646&ev=PageView&noscript=1	/home/nextubuntu/websites/allotelecom.ca/www.facebook.com/trf742.gif	(from http://allotelecom.ca/)
14:02:08	44/44	---M--	200	added ('OK')	image/gif	date:Fri,%2021%20Dec%202012%2000:00:01%20GMT	https://www.facebook.com/tr?id=1741670889437646&ev=GeneralEvent&noscript=1&cd[post_type]=page&cd[post_id]=456&cd[content_name]=Home	/home/nextubuntu/websites/allotelecom.ca/www.facebook.com/tr48a1.gif	(from http://allotelecom.ca/)
14:02:12	53987/53987	---M--	200	added ('OK')	text/css	etag:%22d2e3-584b24613935a%22	http://allotelecom.ca/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=5.5.5	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min24b2.css	(from http://allotelecom.ca/)
14:02:12	2509/2509	---MC-	200	added ('OK')	text/css	date:Fri,%2007%20Feb%202020%2016:31:46%20GMT	https://fonts.googleapis.com/css?family=Open+Sans%3A300%2C300italic%2Cregular%2Citalic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic&ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/fonts.googleapis.com/css2a98.css	(from http://allotelecom.ca/)
14:02:13	14440/14440	---M--	200	added ('OK')	application/javascript	etag:%223868-5899219835514%22	http://allotelecom.ca/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/contact-form-7/includes/js/scriptsbdeb.js	(from http://allotelecom.ca/)
14:02:17	28954/28954	---M--	200	added ('OK')	application/javascript	etag:%22711a-584b2463dc057%22	http://allotelecom.ca/wp-includes/js/masonry.min.js?ver=3.3.2	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-includes/js/masonry.mind617.js	(from http://allotelecom.ca/)
14:02:18	20536/20536	---M--	200	added ('OK')	application/javascript	etag:%225038-584b2462f1a4d%22	http://allotelecom.ca/wp-content/themes/incubator/core/assets/js/SmoothScroll.js?ver=5.0.3	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/themes/incubator/core/assets/js/SmoothScrollaead.js	(from http://allotelecom.ca/)
14:02:20	19706/19706	---M--	200	added ('OK')	application/javascript	etag:%224cfa-584b24612e779%22	http://allotelecom.ca/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.5.5	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min24b2.js	(from http://allotelecom.ca/)
14:02:23	8044/8044	---M--	200	added ('OK')	application/javascript	etag:%221f6c-584b246141ffa%22	http://allotelecom.ca/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min.js?ver=5.5.5	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min24b2.js	(from http://allotelecom.ca/)
14:02:24	25/25	---M--	200	added ('OK')	text/plain	etag:%224e536a-19-3ef0a6a1b08c0%22	http://gmpg.org/robots.txt		(from http://allotelecom.ca/)
14:02:25	2067/2067	---M--	200	added ('OK')	text/css	etag:%225a6f7b-813-3ef0a663b3680%22	http://gmpg.org/xfn/default.css	/home/nextubuntu/websites/allotelecom.ca/gmpg.org/xfn/default.css	(from http://gmpg.org/xfn/11)
14:02:26	4170/4170	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:00%20GMT	http://gmpg.org/xfn/.	/home/nextubuntu/websites/allotelecom.ca/gmpg.org/xfn/.html	(from http://gmpg.org/xfn/11)
14:02:28	16269/16269	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:01%20GMT	http://gmpg.org/xfn/intro	/home/nextubuntu/websites/allotelecom.ca/gmpg.org/xfn/intro.html	(from http://gmpg.org/xfn/11)
14:02:29	7342/7342	---MC-	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:03%20GMT	http://gmpg.org/xfn/faq	/home/nextubuntu/websites/allotelecom.ca/gmpg.org/xfn/faq.html	(from http://gmpg.org/xfn/11)
14:02:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202020%2016:32:06%20GMT	http://allotelecom.ca/en/allotelecom.CA/CONTACTEZ-NOUS	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/en/allotelecom.CA/CONTACTEZ-NOUS.46.delayed	(from http://allotelecom.ca/en/)
14:02:39	729/729	---MC-	200	added ('OK')	application/rss+xml	etag:%22f89dbac5762061d6f96e69a98a58e870%22	http://allotelecom.ca/en/comments/feed/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/en/comments/feed/index.html	(from http://allotelecom.ca/en/)
14:02:39	838/838	---MC-	200	added ('OK')	application/rss+xml	etag:%22f9e37a0ed1f8a0042095d8e98b948846%22	http://allotelecom.ca/en/feed/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/en/feed/index.html	(from http://allotelecom.ca/en/)
14:02:40	717/717	---MC-	200	added ('OK')	application/rss+xml	etag:%22f89dbac5762061d6f96e69a98a58e870%22	http://allotelecom.ca/en/home/feed/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/en/home/feed/index.html	(from http://allotelecom.ca/en/)
14:02:48	55345/55345	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:14%20GMT	http://allotelecom.ca/en/contact-us/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/en/contact-us/index.html	(from http://allotelecom.ca/en/)
14:02:52	67172/67172	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:16%20GMT	http://allotelecom.ca/en/careers/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/en/careers/index.html	(from http://allotelecom.ca/en/)
14:02:52	61048/61048	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:15%20GMT	http://allotelecom.ca/en/about-us/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/en/about-us/index.html	(from http://allotelecom.ca/en/)
14:02:52	44/44	---M--	200	added ('OK')	image/gif	date:Fri,%2021%20Dec%202012%2000:00:01%20GMT	https://www.facebook.com/tr?id=1741670889437646&ev=GeneralEvent&noscript=1&cd[post_type]=page&cd[post_id]=3500&cd[content_name]=Home	/home/nextubuntu/websites/allotelecom.ca/www.facebook.com/tr210b.gif	(from http://allotelecom.ca/en/)
14:02:53	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2007%20Feb%202020%2016:32:27%20GMT	http://fonts.googleapis.com/robots.txt		(from http://allotelecom.ca/)
14:02:53	95/95	---M--	200	added ('OK')	text/plain	date:Fri,%2028%20Jun%202019%2002:07:15%20GMT	http://s.w.org/robots.txt		(from http://allotelecom.ca/)
14:03:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202020%2016:32:29%20GMT	http://allotelecom.ca/?p=3104	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/indexa574.html	(from http://allotelecom.ca/affaires/)
14:03:06	71129/71129	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:29%20GMT	http://allotelecom.ca/en/business/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/en/business/index.html	(from http://allotelecom.ca/affaires/)
14:03:08	66774/66774	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:30%20GMT	http://allotelecom.ca/affaires/internet-affaires/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/affaires/internet-affaires/index.html	(from http://allotelecom.ca/affaires/)
14:03:16	65544/65544	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:40%20GMT	http://allotelecom.ca/affaires/voip-pbx/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/affaires/voip-pbx/index.html	(from http://allotelecom.ca/affaires/)
14:03:17	65099/65099	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:41%20GMT	http://allotelecom.ca/affaires/networking/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/affaires/networking/index.html	(from http://allotelecom.ca/affaires/)
14:03:19	68179/68179	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2016:32:43%20GMT	http://allotelecom.ca/affaires/disaster-recovery/	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/affaires/disaster-recovery/index.html	(from http://allotelecom.ca/affaires/)
14:03:19	44/44	---M--	200	added ('OK')	image/gif	date:Fri,%2021%20Dec%202012%2000:00:01%20GMT	https://www.facebook.com/tr?id=1741670889437646&ev=GeneralEvent&noscript=1&cd[post_type]=page&cd[post_id]=3104&cd[content_name]=Affaires	/home/nextubuntu/websites/allotelecom.ca/www.facebook.com/trf6cc.gif	(from http://allotelecom.ca/affaires/)
14:03:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202020%2016:32:55%20GMT	http://allotelecom.ca/?p=2484	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/index93cb.html	(from http://allotelecom.ca/residential/forfaits-internet/)
14:03:26	45506/45506	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Feb%202020%2016:32:54%20GMT	http://allotelecom.ca/residential/forfaits-internet/allotelecom.CA/CONTACTEZ-NOUS	/home/nextubuntu/websites/allotelecom.ca/allotelecom.ca/residential/forfaits-internet/allotelecom.CA/CONTACTEZ-NOUS	(from http://allotelecom.ca/residential/forfaits-internet/)
14:03:26	44/44	---M--	200	added ('OK')	image/gif	date:Fri,%2021%20Dec%202012%2000:00:01%20GMT	https://www.facebook.com/tr?id=1741670889437646&ev=GeneralEvent&noscript=1&cd[post_type]=page&cd[post_id]=2484&cd[content_name]=Forfaits+Internet	/home/nextubuntu/websites/allotelecom.ca/www.facebook.com/tr0345.gif	(from http://allotelecom.ca/residential/forfaits-internet/)
